geneID,KO
TRINITY_DN116248_c0_g6,K13236
TRINITY_DN87435_c0_g1,K03250
TRINITY_DN107674_c0_g1,K15279
TRINITY_DN117282_c0_g2,K20520
TRINITY_DN120094_c1_g3,K10158
TRINITY_DN95936_c0_g1,K19408
TRINITY_DN95021_c0_g1,K09405
TRINITY_DN110636_c0_g1,K00718
TRINITY_DN103254_c0_g1,K05015
TRINITY_DN123257_c2_g1,K10626
TRINITY_DN86704_c0_g1,K24510
TRINITY_DN104209_c0_g2,K01611
TRINITY_DN116088_c0_g1,K10140
TRINITY_DN122680_c2_g1,K08491
TRINITY_DN115978_c0_g1,K15272
TRINITY_DN121065_c0_g1,K11757
TRINITY_DN92850_c0_g1,K06236
TRINITY_DN114119_c0_g2,K16588
TRINITY_DN114886_c3_g1,K12646
TRINITY_DN112756_c0_g2,K08202
TRINITY_DN109781_c1_g4,K19995
TRINITY_DN107906_c1_g3,K13373
TRINITY_DN113247_c1_g6,K00789
TRINITY_DN93624_c0_g1,K21766
TRINITY_DN94084_c0_g1,K20226
TRINITY_DN110386_c0_g1,K10584
TRINITY_DN117680_c0_g2,K05039
TRINITY_DN110801_c0_g4,K11416
TRINITY_DN120180_c0_g2,K10283
TRINITY_DN88966_c0_g1,K23533
TRINITY_DN68885_c0_g2,K01365
TRINITY_DN122171_c4_g8,K22735
TRINITY_DN163513_c0_g1,K03246
TRINITY_DN107672_c0_g2,K13403
TRINITY_DN109762_c0_g1,K23909
TRINITY_DN116555_c2_g1,K16661
TRINITY_DN120952_c0_g2,K24818
TRINITY_DN99661_c0_g1,K18808
TRINITY_DN221153_c0_g1,K00750
TRINITY_DN114113_c0_g2,K13948
TRINITY_DN113321_c0_g1,K10104
TRINITY_DN69097_c0_g1,K08811
TRINITY_DN222001_c0_g1,K04461
TRINITY_DN119469_c0_g2,K13144
TRINITY_DN121571_c1_g1,K24740
TRINITY_DN83756_c0_g1,K05610
TRINITY_DN96542_c0_g1,K01008
TRINITY_DN122139_c1_g3,K15516
TRINITY_DN105514_c0_g1,K03030
TRINITY_DN110566_c0_g2,K23864
TRINITY_DN119806_c0_g1,K11865
TRINITY_DN113564_c0_g1,K14354
TRINITY_DN125010_c0_g1,K14945
TRINITY_DN105708_c0_g1,K11154
TRINITY_DN93925_c0_g1,K08492
TRINITY_DN104305_c0_g1,K13247
TRINITY_DN117987_c0_g1,K12860
TRINITY_DN112576_c1_g1,K14216
TRINITY_DN121914_c0_g2,K23901
TRINITY_DN110012_c0_g2,K15285
TRINITY_DN124813_c0_g1,K14753
TRINITY_DN120462_c1_g5,K18084
TRINITY_DN111206_c0_g1,K06093
TRINITY_DN113170_c0_g3,K18740
TRINITY_DN103533_c0_g1,K17928
TRINITY_DN114087_c0_g1,K07426
TRINITY_DN119017_c0_g2,K00698
TRINITY_DN95463_c0_g1,K15698
TRINITY_DN76715_c0_g1,K19525
TRINITY_DN111648_c0_g3,K22721
TRINITY_DN120171_c0_g1,K01164
TRINITY_DN163178_c0_g1,K10755
TRINITY_DN109894_c4_g2,K07422
TRINITY_DN110181_c1_g2,K24470
TRINITY_DN106130_c0_g1,K04491
TRINITY_DN85361_c0_g2,K09562
TRINITY_DN100842_c0_g1,K00718
TRINITY_DN114415_c0_g1,K10871
TRINITY_DN102253_c0_g1,K00501
TRINITY_DN74629_c0_g1,K10408
TRINITY_DN122340_c3_g1,K11293
TRINITY_DN107213_c0_g1,K10223
TRINITY_DN91806_c0_g1,K15112
TRINITY_DN77590_c0_g2,K11844
TRINITY_DN111089_c0_g2,K15523
TRINITY_DN120475_c0_g2,K16677
TRINITY_DN38524_c0_g1,K22990
TRINITY_DN110633_c2_g1,K05692
TRINITY_DN98709_c0_g1,K19362
TRINITY_DN82642_c0_g1,K14826
TRINITY_DN122139_c1_g3,K15259
TRINITY_DN93351_c0_g1,K08025
TRINITY_DN88197_c0_g1,K00733
TRINITY_DN119614_c0_g1,K01530
TRINITY_DN112613_c1_g1,K09880
TRINITY_DN106424_c0_g5,K00022
TRINITY_DN105924_c1_g1,K09228
TRINITY_DN122329_c1_g2,K11536
TRINITY_DN107469_c1_g3,K24751
TRINITY_DN109933_c3_g3,K09866
TRINITY_DN103295_c0_g1,K01025
TRINITY_DN93995_c0_g2,K23789
TRINITY_DN108138_c0_g1,K14638
TRINITY_DN96476_c0_g2,K18488
TRINITY_DN116412_c0_g3,K16673
TRINITY_DN103295_c0_g1,K01025
TRINITY_DN120010_c0_g1,K10777
TRINITY_DN95984_c0_g1,K00413
TRINITY_DN94085_c0_g1,K24104
TRINITY_DN110093_c0_g7,K01639
TRINITY_DN114186_c2_g1,K04966
TRINITY_DN105032_c1_g10,K04393
TRINITY_DN115980_c1_g2,K23611
TRINITY_DN115554_c0_g2,K00560
TRINITY_DN112105_c0_g1,K16186
TRINITY_DN119863_c0_g1,K00254
TRINITY_DN116303_c0_g1,K20100
TRINITY_DN83082_c0_g1,K06580
TRINITY_DN122133_c0_g1,K20072
TRINITY_DN107147_c0_g2,K14216
TRINITY_DN116646_c0_g2,K17479
TRINITY_DN117961_c0_g1,K22941
TRINITY_DN118355_c1_g4,K18334
TRINITY_DN105032_c1_g10,K04393
TRINITY_DN118232_c1_g1,K03513
TRINITY_DN107267_c0_g1,K19919
TRINITY_DN114859_c0_g1,K17353
TRINITY_DN106521_c0_g1,K01025
TRINITY_DN45387_c0_g1,K04134
TRINITY_DN119862_c0_g4,K14708
TRINITY_DN110124_c0_g1,K11666
TRINITY_DN32592_c0_g1,K04911
TRINITY_DN117685_c0_g1,K24509
TRINITY_DN114886_c3_g1,K12646
TRINITY_DN107403_c1_g1,K00868
TRINITY_DN111827_c0_g1,K00121
TRINITY_DN107391_c0_g1,K04560
TRINITY_DN123068_c0_g1,K00923
TRINITY_DN115749_c0_g1,K05925
TRINITY_DN111184_c0_g1,K10766
TRINITY_DN95400_c0_g4,K10585
TRINITY_DN119485_c0_g4,K06569
TRINITY_DN117008_c0_g2,K11316
TRINITY_DN110472_c0_g1,K01672
TRINITY_DN110041_c0_g1,K08467
TRINITY_DN121294_c0_g4,K20196
TRINITY_DN119143_c0_g3,K18808
TRINITY_DN122222_c3_g2,K09540
TRINITY_DN107267_c0_g1,K19919
TRINITY_DN108367_c0_g1,K14358
TRINITY_DN200532_c0_g1,K16810
TRINITY_DN11828_c0_g2,K06535
TRINITY_DN113949_c0_g2,K01025
TRINITY_DN100144_c0_g3,K23284
TRINITY_DN111854_c0_g1,K00306
TRINITY_DN109308_c0_g1,K04913
TRINITY_DN121224_c1_g12,K20289
TRINITY_DN107946_c1_g2,K23284
TRINITY_DN116248_c0_g6,K13236
TRINITY_DN91462_c0_g1,K07594
TRINITY_DN112292_c0_g1,K09881
TRINITY_DN119680_c0_g3,K11997
TRINITY_DN107990_c0_g1,K01283
TRINITY_DN111871_c1_g1,K19465
TRINITY_DN104969_c0_g1,K17199
TRINITY_DN121007_c4_g15,K15296
TRINITY_DN106692_c0_g1,K11514
TRINITY_DN123196_c2_g2,K05643
TRINITY_DN107854_c0_g1,K00121
TRINITY_DN181996_c0_g1,K13517
TRINITY_DN109542_c0_g1,K12661
TRINITY_DN122447_c3_g3,K01080
TRINITY_DN107949_c4_g2,K11089
TRINITY_DN108317_c0_g1,K00857
TRINITY_DN115335_c3_g1,K10478
TRINITY_DN84875_c0_g1,K21440
TRINITY_DN95532_c0_g1,K11716
TRINITY_DN227455_c0_g1,K00816
TRINITY_DN105812_c0_g1,K01969
TRINITY_DN120030_c0_g1,K15045
TRINITY_DN121168_c0_g2,K01262
TRINITY_DN106024_c0_g1,K07874
TRINITY_DN104924_c0_g3,K19041
TRINITY_DN92814_c1_g1,K10330
TRINITY_DN121482_c3_g6,K18764
TRINITY_DN101086_c0_g1,K10250
TRINITY_DN107603_c0_g1,K10756
TRINITY_DN109540_c0_g1,K23284
TRINITY_DN113343_c0_g6,K02725
TRINITY_DN107225_c0_g1,K01011
TRINITY_DN119559_c0_g4,K23728
TRINITY_DN109219_c0_g1,K08797
TRINITY_DN101160_c0_g1,K10294
TRINITY_DN108452_c0_g1,K05011
TRINITY_DN93292_c0_g1,K13577
TRINITY_DN104790_c0_g2,K04365
TRINITY_DN108077_c2_g7,K23284
TRINITY_DN48716_c0_g1,K10373
TRINITY_DN112819_c0_g1,K10249
TRINITY_DN119948_c0_g3,K06272
TRINITY_DN110787_c0_g2,K17908
TRINITY_DN115964_c1_g5,K10153
TRINITY_DN116214_c0_g7,K01778
TRINITY_DN61902_c0_g1,K19511
TRINITY_DN111540_c0_g1,K10226
TRINITY_DN119233_c0_g1,K18595
TRINITY_DN119514_c0_g1,K16675
TRINITY_DN98289_c0_g1,K17306
TRINITY_DN114169_c0_g1,K24685
TRINITY_DN95108_c1_g1,K23284
TRINITY_DN109535_c0_g1,K15161
TRINITY_DN118201_c0_g2,K04727
TRINITY_DN121909_c2_g1,K18734
TRINITY_DN106705_c2_g4,K09228
TRINITY_DN119298_c1_g2,K10578
TRINITY_DN123110_c2_g2,K24734
TRINITY_DN118644_c0_g2,K02357
TRINITY_DN114212_c1_g3,K22544
TRINITY_DN107773_c0_g1,K10900
TRINITY_DN113012_c1_g2,K17353
TRINITY_DN118670_c0_g1,K23337
TRINITY_DN110899_c1_g1,K00727
TRINITY_DN115769_c1_g1,K06528
TRINITY_DN35304_c0_g1,K21440
TRINITY_DN118413_c0_g1,K24982
TRINITY_DN113696_c1_g2,K13813
TRINITY_DN112081_c0_g3,K01307
TRINITY_DN122923_c0_g1,K05849
TRINITY_DN95655_c0_g4,K15688
TRINITY_DN121219_c1_g4,K06129
TRINITY_DN108169_c0_g3,K05039
TRINITY_DN121048_c0_g1,K12812
TRINITY_DN112182_c0_g1,K24497
TRINITY_DN105694_c0_g1,K17353
TRINITY_DN116293_c0_g2,K13096
TRINITY_DN202988_c0_g1,K23284
TRINITY_DN109279_c0_g13,K24835
TRINITY_DN82031_c1_g1,K23284
TRINITY_DN119863_c0_g1,K00254
TRINITY_DN117388_c4_g3,K05692
TRINITY_DN115924_c0_g1,K17338
TRINITY_DN119525_c0_g3,K18667
TRINITY_DN103427_c0_g1,K17080
TRINITY_DN106942_c0_g1,K24262
TRINITY_DN107063_c0_g1,K23222
TRINITY_DN119711_c0_g1,K17800
TRINITY_DN120393_c0_g1,K01952
TRINITY_DN99461_c0_g1,K13411
TRINITY_DN63090_c0_g1,K05313
TRINITY_DN101911_c0_g1,K13115
TRINITY_DN111311_c0_g1,K11157
TRINITY_DN87592_c0_g1,K22420
TRINITY_DN112182_c0_g3,K24497
TRINITY_DN109339_c0_g1,K24517
TRINITY_DN149399_c0_g1,K02187
TRINITY_DN104078_c2_g1,K01025
TRINITY_DN108637_c0_g1,K11376
TRINITY_DN119309_c0_g1,K15015
TRINITY_DN108229_c0_g1,K25112
TRINITY_DN121789_c0_g2,K13983
TRINITY_DN165638_c0_g1,K12667
TRINITY_DN121604_c0_g2,K05016
TRINITY_DN98425_c0_g1,K11864
TRINITY_DN146521_c0_g1,K18808
TRINITY_DN114617_c0_g1,K23554
TRINITY_DN109195_c0_g2,K10773
TRINITY_DN106540_c0_g1,K23617
TRINITY_DN113914_c0_g2,K05970
TRINITY_DN103880_c1_g2,K17578
TRINITY_DN116174_c0_g1,K18914
TRINITY_DN166596_c0_g1,K17353
TRINITY_DN121674_c18_g5,K12183
TRINITY_DN88526_c0_g1,K20364
TRINITY_DN203265_c0_g1,K17499
TRINITY_DN106592_c0_g1,K15331
TRINITY_DN95420_c0_g5,K18630
TRINITY_DN101926_c0_g2,K24835
TRINITY_DN106124_c0_g2,K05038
TRINITY_DN123340_c3_g1,K10408
TRINITY_DN119525_c0_g3,K18667
TRINITY_DN112263_c0_g1,K10417
TRINITY_DN86569_c0_g1,K00721
TRINITY_DN104212_c0_g1,K02258
TRINITY_DN102401_c0_g1,K00019
TRINITY_DN106903_c0_g2,K00069
TRINITY_DN108502_c1_g1,K00069
TRINITY_DN74892_c0_g1,K23284
TRINITY_DN121305_c0_g1,K12186
TRINITY_DN111052_c3_g5,K04396
TRINITY_DN119229_c0_g1,K15146
TRINITY_DN119371_c0_g2,K10770
TRINITY_DN109993_c0_g1,K01166
TRINITY_DN117415_c0_g6,K13089
TRINITY_DN103080_c0_g2,K04974
TRINITY_DN105800_c0_g1,K03648
TRINITY_DN105004_c2_g1,K22816
TRINITY_DN107486_c0_g1,K23284
TRINITY_DN149469_c0_g1,K10294
TRINITY_DN102462_c0_g1,K21917
TRINITY_DN191871_c0_g1,K01285
TRINITY_DN119027_c3_g2,K03334
TRINITY_DN100761_c0_g1,K10350
TRINITY_DN11855_c0_g2,K12812
TRINITY_DN91356_c0_g2,K03521
TRINITY_DN119027_c3_g2,K03334
TRINITY_DN113647_c2_g2,K17497
TRINITY_DN120074_c0_g2,K19626
TRINITY_DN98612_c0_g1,K01158
TRINITY_DN117773_c0_g2,K01283
TRINITY_DN118335_c0_g1,K08869
TRINITY_DN107000_c0_g1,K03331
TRINITY_DN116578_c0_g1,K19373
TRINITY_DN120968_c1_g7,K01530
TRINITY_DN19401_c0_g1,K16197
TRINITY_DN205549_c0_g1,K06630
TRINITY_DN111659_c0_g1,K02493
TRINITY_DN105957_c0_g1,K05768
TRINITY_DN114825_c0_g2,K25636
TRINITY_DN105761_c1_g2,K22988
TRINITY_DN41345_c0_g1,K25636
TRINITY_DN102117_c1_g1,K11092
TRINITY_DN114340_c0_g1,K11375
TRINITY_DN104608_c0_g1,K14703
TRINITY_DN116730_c0_g1,K22470
TRINITY_DN97653_c0_g2,K09267
TRINITY_DN120459_c1_g1,K16763
TRINITY_DN108925_c0_g1,K12301
TRINITY_DN116481_c0_g3,K00718
TRINITY_DN119022_c0_g2,K25420
TRINITY_DN118558_c0_g1,K16546
TRINITY_DN113581_c0_g2,K11163
TRINITY_DN106914_c2_g10,K01071
TRINITY_DN120131_c0_g11,K01528
TRINITY_DN110928_c0_g7,K08495
TRINITY_DN108595_c0_g1,K11519
TRINITY_DN110736_c0_g4,K24686
TRINITY_DN114661_c0_g1,K02355
TRINITY_DN167491_c0_g1,K08202
TRINITY_DN71205_c0_g2,K10373
TRINITY_DN112173_c2_g3,K20032
TRINITY_DN101352_c1_g1,K06632
TRINITY_DN119331_c3_g8,K23617
TRINITY_DN103166_c1_g5,K09624
TRINITY_DN111183_c1_g2,K00816
TRINITY_DN97703_c1_g1,K09869
TRINITY_DN104347_c0_g2,K03392
TRINITY_DN112942_c0_g4,K14683
TRINITY_DN119233_c0_g1,K18595
TRINITY_DN106612_c0_g1,K00943
TRINITY_DN107438_c0_g2,K01426
TRINITY_DN163740_c0_g1,K02729
TRINITY_DN103226_c0_g4,K00804
TRINITY_DN200095_c0_g1,K12741
TRINITY_DN117760_c0_g3,K04505
TRINITY_DN107567_c0_g1,K01468
TRINITY_DN7110_c0_g1,K12301
TRINITY_DN108757_c0_g1,K24213
TRINITY_DN113494_c0_g3,K03231
TRINITY_DN113343_c0_g6,K02725
TRINITY_DN118587_c0_g1,K18732
TRINITY_DN107967_c0_g2,K12373
TRINITY_DN121049_c1_g1,K07881
TRINITY_DN108239_c0_g1,K00432
TRINITY_DN14172_c0_g1,K23284
TRINITY_DN123259_c1_g2,K09048
TRINITY_DN112254_c0_g7,K09492
TRINITY_DN120615_c0_g2,K24760
TRINITY_DN121857_c1_g4,K00512
TRINITY_DN113788_c0_g2,K13299
TRINITY_DN107925_c1_g1,K09113
TRINITY_DN144276_c0_g1,K22144
TRINITY_DN110182_c0_g2,K14216
TRINITY_DN104681_c0_g2,K20351
TRINITY_DN122074_c0_g7,K05857
TRINITY_DN98471_c0_g1,K24538
TRINITY_DN111659_c0_g1,K02493
TRINITY_DN104876_c0_g1,K13706
TRINITY_DN123109_c1_g1,K24155
TRINITY_DN90354_c0_g1,K08024
TRINITY_DN119233_c0_g1,K18595
TRINITY_DN114316_c0_g4,K23978
TRINITY_DN103976_c0_g2,K02373
TRINITY_DN94576_c0_g1,K00357
TRINITY_DN73282_c0_g1,K09319
TRINITY_DN87844_c0_g1,K23533
TRINITY_DN121111_c0_g4,K07055
TRINITY_DN112197_c0_g3,K00544
TRINITY_DN121181_c3_g4,K06704
TRINITY_DN109776_c0_g1,K14009
TRINITY_DN108074_c1_g1,K20135
TRINITY_DN98648_c0_g1,K17623
TRINITY_DN86857_c0_g1,K17310
TRINITY_DN114457_c0_g7,K00627
TRINITY_DN121678_c0_g1,K05665
TRINITY_DN107403_c1_g1,K00868
TRINITY_DN106183_c0_g1,K07933
TRINITY_DN104735_c0_g1,K22756
TRINITY_DN116024_c0_g2,K16815
TRINITY_DN118682_c0_g3,K04585
TRINITY_DN96983_c0_g1,K15377
TRINITY_DN97574_c0_g1,K06999
TRINITY_DN67367_c0_g1,K15288
TRINITY_DN59551_c0_g1,K13748
TRINITY_DN115141_c0_g2,K13199
TRINITY_DN114744_c0_g1,K15719
TRINITY_DN107946_c1_g1,K23284
TRINITY_DN115554_c0_g2,K00560
TRINITY_DN105932_c0_g1,K23284
TRINITY_DN101499_c0_g1,K11550
TRINITY_DN122904_c3_g3,K05750
TRINITY_DN80217_c0_g1,K00799
TRINITY_DN95741_c0_g1,K06695
TRINITY_DN97668_c0_g1,K01358
TRINITY_DN101734_c2_g5,K16659
TRINITY_DN121092_c0_g2,K16573
TRINITY_DN97724_c0_g2,K06058
TRINITY_DN95591_c0_g1,K23964
TRINITY_DN220490_c0_g1,K14775
TRINITY_DN120611_c0_g4,K04715
TRINITY_DN104760_c0_g5,K00461
TRINITY_DN92010_c0_g2,K12301
TRINITY_DN106874_c0_g3,K11341
TRINITY_DN113745_c2_g1,K07917
TRINITY_DN115745_c1_g2,K15284
TRINITY_DN118816_c0_g4,K07192
TRINITY_DN119515_c0_g2,K08202
TRINITY_DN122002_c1_g8,K24677
TRINITY_DN98479_c0_g1,K07517
TRINITY_DN120686_c2_g3,K05038
TRINITY_DN112780_c1_g4,K00710
TRINITY_DN115654_c1_g2,K17550
TRINITY_DN99606_c0_g1,K23151
TRINITY_DN122558_c5_g1,K17266
TRINITY_DN121019_c1_g1,K24229
TRINITY_DN94441_c0_g3,K10611
TRINITY_DN90257_c2_g5,K16932
TRINITY_DN101558_c0_g1,K23284
TRINITY_DN109353_c0_g1,K20818
TRINITY_DN111314_c1_g2,K00456
TRINITY_DN116830_c0_g3,K02311
TRINITY_DN95112_c0_g1,K10639
TRINITY_DN109525_c0_g2,K17494
TRINITY_DN166511_c0_g1,K20371
TRINITY_DN122948_c6_g4,K10390
TRINITY_DN119135_c1_g1,K16540
TRINITY_DN112542_c1_g1,K09228
TRINITY_DN100781_c0_g3,K23284
TRINITY_DN109174_c0_g3,K06754
TRINITY_DN66829_c0_g1,K14684
TRINITY_DN93804_c0_g1,K14294
TRINITY_DN111676_c0_g10,K17286
TRINITY_DN120101_c0_g1,K13525
TRINITY_DN119779_c0_g2,K22862
TRINITY_DN89855_c0_g1,K03115
TRINITY_DN99539_c0_g4,K00799
TRINITY_DN111676_c0_g10,K17286
TRINITY_DN119188_c1_g3,K15377
TRINITY_DN111948_c0_g2,K04657
TRINITY_DN119224_c0_g1,K22561
TRINITY_DN114087_c0_g1,K07426
TRINITY_DN117268_c0_g2,K12818
TRINITY_DN89921_c0_g2,K03859
TRINITY_DN93463_c0_g1,K22936
TRINITY_DN104182_c0_g2,K11188
TRINITY_DN122546_c1_g3,K05041
TRINITY_DN113126_c2_g3,K17431
TRINITY_DN99301_c0_g2,K06087
TRINITY_DN119670_c0_g1,K09487
TRINITY_DN115971_c0_g1,K10951
TRINITY_DN162667_c0_g1,K13513
TRINITY_DN111676_c0_g6,K17286
TRINITY_DN108680_c0_g2,K20303
TRINITY_DN117066_c0_g1,K20242
TRINITY_DN123933_c0_g1,K00799
TRINITY_DN203886_c0_g1,K12581
TRINITY_DN119212_c0_g2,K10699
TRINITY_DN113254_c0_g3,K00799
TRINITY_DN110439_c0_g2,K25006
TRINITY_DN12807_c0_g1,K14753
TRINITY_DN110886_c0_g2,K10087
TRINITY_DN152374_c0_g1,K14157
TRINITY_DN219998_c0_g1,K04513
TRINITY_DN167159_c0_g1,K02144
TRINITY_DN109628_c0_g1,K12343
TRINITY_DN119160_c0_g1,K06110
TRINITY_DN102953_c0_g2,K14016
TRINITY_DN128571_c0_g1,K07904
TRINITY_DN121936_c0_g1,K04712
TRINITY_DN86736_c0_g1,K23482
TRINITY_DN224125_c0_g1,K24936
TRINITY_DN110228_c1_g4,K09624
TRINITY_DN111094_c0_g1,K00999
TRINITY_DN118946_c0_g4,K01426
TRINITY_DN109858_c0_g2,K22453
TRINITY_DN120429_c0_g3,K18464
TRINITY_DN114859_c0_g2,K17353
TRINITY_DN219326_c0_g1,K14403
TRINITY_DN108563_c1_g6,K04513
TRINITY_DN97906_c0_g1,K01081
TRINITY_DN121840_c0_g7,K00232
TRINITY_DN125751_c0_g1,K02873
TRINITY_DN114073_c0_g1,K19572
TRINITY_DN111257_c0_g1,K00522
TRINITY_DN99003_c1_g5,K23335
TRINITY_DN94226_c0_g1,K07937
TRINITY_DN144569_c0_g1,K22076
TRINITY_DN170282_c0_g1,K12197
TRINITY_DN98945_c0_g4,K18740
TRINITY_DN115963_c2_g1,K20310
TRINITY_DN119863_c0_g1,K00254
TRINITY_DN110900_c0_g2,K10863
TRINITY_DN119001_c1_g3,K01262
TRINITY_DN103254_c0_g1,K05015
TRINITY_DN88758_c0_g1,K14342
TRINITY_DN114490_c0_g1,K01816
TRINITY_DN102969_c0_g1,K23284
TRINITY_DN96460_c0_g1,K22563
TRINITY_DN99524_c0_g1,K23284
TRINITY_DN98159_c0_g3,K13250
TRINITY_DN117960_c0_g1,K06843
TRINITY_DN107457_c0_g1,K14997
TRINITY_DN108812_c1_g1,K04097
TRINITY_DN199450_c0_g1,K00927
TRINITY_DN115322_c0_g1,K23790
TRINITY_DN74834_c0_g2,K09250
TRINITY_DN16118_c0_g1,K17310
TRINITY_DN123086_c1_g1,K17914
TRINITY_DN108144_c0_g2,K16061
TRINITY_DN113227_c0_g3,K01689
TRINITY_DN115032_c1_g11,K25091
TRINITY_DN59014_c0_g1,K05035
TRINITY_DN96414_c0_g1,K11987
TRINITY_DN109281_c0_g2,K03283
TRINITY_DN102326_c1_g2,K20351
TRINITY_DN205536_c0_g1,K17421
TRINITY_DN111676_c0_g10,K17286
TRINITY_DN104173_c0_g1,K07930
TRINITY_DN107652_c0_g2,K19384
TRINITY_DN227442_c0_g1,K16219
TRINITY_DN104372_c0_g3,K02163
TRINITY_DN108792_c0_g2,K02575
TRINITY_DN107224_c1_g5,K17794
TRINITY_DN185362_c0_g1,K24974
TRINITY_DN108016_c0_g2,K04393
TRINITY_DN91849_c0_g1,K07830
TRINITY_DN119119_c0_g3,K12462
TRINITY_DN116974_c0_g1,K10391
TRINITY_DN105710_c0_g1,K01493
TRINITY_DN93548_c0_g1,K23284
TRINITY_DN225385_c0_g1,K15730
TRINITY_DN120667_c0_g1,K20181
TRINITY_DN101033_c0_g1,K11546
TRINITY_DN182836_c0_g1,K03254
TRINITY_DN106448_c0_g1,K01310
TRINITY_DN105516_c0_g1,K01137
TRINITY_DN102606_c0_g2,K22560
TRINITY_DN113203_c1_g2,K10606
TRINITY_DN123374_c10_g1,K24595
TRINITY_DN169349_c0_g1,K10752
TRINITY_DN129912_c0_g1,K19985
TRINITY_DN100137_c0_g2,K22544
TRINITY_DN121528_c1_g1,K13350
TRINITY_DN38783_c0_g2,K16866
TRINITY_DN91752_c0_g1,K23284
TRINITY_DN185224_c0_g1,K11251
TRINITY_DN121118_c1_g4,K01951
TRINITY_DN115458_c2_g7,K01446
TRINITY_DN102867_c0_g1,K19931
TRINITY_DN118886_c0_g3,K05236
TRINITY_DN102090_c0_g1,K16060
TRINITY_DN119798_c0_g3,K17512
TRINITY_DN66970_c0_g1,K06689
TRINITY_DN113906_c1_g6,K11725
TRINITY_DN121710_c3_g1,K09584
TRINITY_DN102865_c0_g1,K01365
TRINITY_DN103976_c0_g2,K02373
TRINITY_DN109112_c0_g1,K01304
TRINITY_DN112478_c1_g1,K07573
TRINITY_DN49172_c0_g1,K23284
TRINITY_DN93964_c0_g1,K11437
TRINITY_DN99368_c0_g1,K07756
TRINITY_DN153246_c0_g1,K11650
TRINITY_DN103415_c0_g1,K23542
TRINITY_DN104299_c0_g2,K07860
TRINITY_DN104102_c0_g1,K00551
TRINITY_DN123368_c3_g2,K04659
TRINITY_DN96637_c0_g1,K23909
TRINITY_DN98945_c0_g4,K18740
TRINITY_DN115185_c0_g4,K07023
TRINITY_DN120189_c0_g4,K13617
TRINITY_DN123856_c0_g1,K11290
TRINITY_DN105100_c0_g3,K01493
TRINITY_DN184184_c0_g1,K17809
TRINITY_DN127030_c0_g1,K23284
TRINITY_DN95675_c0_g1,K22559
TRINITY_DN11892_c0_g1,K07023
TRINITY_DN92010_c0_g2,K12301
TRINITY_DN107423_c1_g4,K06928
TRINITY_DN104654_c0_g1,K10645
TRINITY_DN115032_c1_g7,K25091
TRINITY_DN119446_c0_g1,K08816
TRINITY_DN104020_c0_g3,K03509
TRINITY_DN181596_c0_g1,K03236
TRINITY_DN115772_c0_g1,K05681
TRINITY_DN28303_c0_g1,K05687
TRINITY_DN102547_c0_g2,K16061
TRINITY_DN119528_c2_g1,K11089
TRINITY_DN88930_c0_g1,K05492
TRINITY_DN10571_c0_g1,K05038
TRINITY_DN89931_c0_g1,K07152
TRINITY_DN85886_c1_g3,K08106
TRINITY_DN188856_c0_g1,K12197
TRINITY_DN118990_c0_g1,K20967
TRINITY_DN117007_c1_g8,K24510
TRINITY_DN120480_c0_g1,K12869
TRINITY_DN144378_c0_g1,K06158
TRINITY_DN146503_c0_g1,K02187
TRINITY_DN121962_c0_g2,K04393
TRINITY_DN120038_c0_g1,K22991
TRINITY_DN98565_c0_g2,K21444
TRINITY_DN80078_c0_g1,K23284
TRINITY_DN108883_c1_g1,K15622
TRINITY_DN95289_c0_g1,K09577
TRINITY_DN74109_c0_g1,K04392
TRINITY_DN107316_c0_g2,K00010
TRINITY_DN118089_c0_g2,K10666
TRINITY_DN112337_c0_g4,K23896
TRINITY_DN120330_c0_g1,K10632
TRINITY_DN203392_c0_g1,K18584
TRINITY_DN119261_c0_g3,K04398
TRINITY_DN114030_c1_g8,K00079
TRINITY_DN114303_c2_g1,K07937
TRINITY_DN98358_c0_g2,K24527
TRINITY_DN104185_c0_g2,K17412
TRINITY_DN105158_c0_g1,K01597
TRINITY_DN112392_c0_g1,K15287
TRINITY_DN86114_c0_g1,K09328
TRINITY_DN78473_c0_g1,K02911
TRINITY_DN92429_c0_g1,K24835
TRINITY_DN222176_c0_g1,K01869
TRINITY_DN228664_c0_g1,K07151
TRINITY_DN100067_c0_g1,K23909
TRINITY_DN120140_c0_g11,K19501
TRINITY_DN119992_c1_g2,K09489
TRINITY_DN112972_c0_g3,K05360
TRINITY_DN106394_c2_g1,K05687
TRINITY_DN107879_c1_g2,K02882
TRINITY_DN83484_c0_g1,K23284
TRINITY_DN96017_c0_g1,K02880
TRINITY_DN14021_c0_g2,K24532
TRINITY_DN107883_c0_g2,K15110
TRINITY_DN76693_c0_g1,K04397
TRINITY_DN35804_c0_g2,K02935
TRINITY_DN14292_c0_g1,K03098
TRINITY_DN109668_c0_g1,K11163
TRINITY_DN108726_c0_g4,K12836
TRINITY_DN93040_c3_g2,K07943
TRINITY_DN91754_c0_g1,K00714
TRINITY_DN118984_c0_g3,K14947
TRINITY_DN113223_c0_g2,K20290
TRINITY_DN170212_c0_g1,K01443
TRINITY_DN17691_c0_g1,K23284
TRINITY_DN56958_c0_g1,K02993
TRINITY_DN228795_c0_g1,K00415
TRINITY_DN112635_c3_g2,K11508
TRINITY_DN169017_c0_g1,K14838
